CSD Code,Census subdivision (CSD) name,2011 Income Score,2011 Education Score,2011 Housing Score,2011 Labour Force Activity Score,2011 CWB Score,2011 Global Non-Response,Province,Type of Collectivity,2011 NHS Population
5917804,South Saanich 1,58,36,61,69,56,29%,British Columbia,First Nation,820
5917812,New Songhees 1A,83,55,92,78,77,46%,British Columbia,First Nation,1675
5917815,Gordon River 2,,,,,61,17%,British Columbia,First Nation,95
5917819,T'Sou-ke,,,,,75,17%,British Columbia,First Nation,225
5919008,North Cowichan,86,62,96,84,82,23%,British Columbia,Non-Aboriginal,28240
5919012,Duncan,81,58,95,82,79,30%,British Columbia,Non-Aboriginal,4455
5919013,Cowichan Valley D,90,64,97,84,84,46%,British Columbia,Non-Aboriginal,3020
5919015,Cowichan Valley G,87,62,95,82,82,32%,British Columbia,Non-Aboriginal,2140
5919016,Lake Cowichan,84,57,95,79,79,28%,British Columbia,Non-Aboriginal,2955
5919017,Cowichan Valley H,86,62,98,86,83,31%,British Columbia,Non-Aboriginal,2230
5919021,Ladysmith,87,63,96,85,83,27%,British Columbia,Non-Aboriginal,7850
5919035,Cowichan Valley I,81,60,93,68,76,49%,British Columbia,Non-Aboriginal,1120
5919043,Cowichan Valley A,92,69,97,85,86,29%,British Columbia,Non-Aboriginal,4270
5919046,Cowichan Valley B,93,66,97,88,86,26%,British Columbia,Non-Aboriginal,7990
5919049,Cowichan Valley C,93,68,96,84,85,17%,British Columbia,Non-Aboriginal,4795
5919051,Cowichan Valley E,87,63,96,85,83,41%,British Columbia,Non-Aboriginal,3825
5919801,Halalt 2,,,,,58,29%,British Columbia,First Nation,160
5919803,Tsussie 6,,,,,55,14%,British Columbia,First Nation,90
5919804,Chemainus 13,51,32,66,56,51,23%,British Columbia,First Nation,670
5919809,Kuper Island 7,42,20,79,53,48,34%,British Columbia,First Nation,450
5919814,Malachan 11,,,,,60,32%,British Columbia,First Nation,160
5919815,Malahat 11,,,,,45,25%,British Columbia,First Nation,105
5919816,Oyster Bay 12,,,,,66,23%,British Columbia,First Nation,90
5919822,Cowichan,50,35,73,57,54,21%,British Columbia,First Nation,2320
5921007,Nanaimo,86,65,96,84,83,21%,British Columbia,Non-Aboriginal,81565
5921008,Lantzville,93,68,95,85,85,30%,British Columbia,Non-Aboriginal,3670
5921010,Nanaimo A,86,61,96,85,82,19%,British Columbia,Non-Aboriginal,6890
5921014,Nanaimo B,89,72,96,79,84,36%,British Columbia,Non-Aboriginal,4025
5921016,Nanaimo C,90,60,97,84,83,36%,British Columbia,Non-Aboriginal,2695
5921018,Parksville,86,62,97,80,81,20%,British Columbia,Non-Aboriginal,11430
5921023,Qualicum Beach,92,67,98,78,84,25%,British Columbia,Non-Aboriginal,8210
5921030,Nanaimo E,96,69,98,81,86,31%,British Columbia,Non-Aboriginal,5640
5921032,Nanaimo F,83,57,96,85,80,32%,British Columbia,Non-Aboriginal,7380
5921034,Nanaimo G,91,63,98,81,83,32%,British Columbia,Non-Aboriginal,7070
5921036,Nanaimo H,85,62,97,77,80,23%,British Columbia,Non-Aboriginal,3430
5921804,Nanaimo Town 1,63,45,93,68,67,19%,British Columbia,First Nation,370
5921805,Nanoose,,,,,63,8%,British Columbia,First Nation,205
5921806,Qualicum,,,,,74,24%,British Columbia,First Nation,80
5921807,Nanaimo River,55,28,97,45,56,24%,British Columbia,First Nation,295
5923008,Port Alberni,81,54,94,77,77,25%,British Columbia,Non-Aboriginal,17395
5923033,Alberni-Clayoquot B,82,53,95,84,78,43%,British Columbia,Non-Aboriginal,460
5923035,Alberni-Clayoquot D,94,63,91,77,81,42%,British Columbia,Non-Aboriginal,1685
5923037,Alberni-Clayoquot E,84,53,94,85,79,33%,British Columbia,Non-Aboriginal,2870
5923039,Alberni-Clayoquot F,83,54,91,83,78,38%,British Columbia,Non-Aboriginal,1910
5923801,Ahahswinis 1,,,,,66,15%,British Columbia,First Nation,160
5923803,Anacla 12,,,,,66,33%,British Columbia,First Nation,75
5923807,Ittatsoo 1,,,,,66,43%,British Columbia,First Nation,240
5923808,Marktosis 15,58,42,53,77,58,36%,British Columbia,First Nation,725
5923813,Opitsat 1,,,,,62,36%,British Columbia,First Nation,160
5923816,Tsahaheh 1,63,40,84,70,64,25%,British Columbia,First Nation,585
5923823,Esowista 3,,,,,57,29%,British Columbia,First Nation,175
5923824,Refuge Cove 6,,,,,64,40%,British Columbia,First Nation,70
5924029,Zeballos,,,,,81,43%,British Columbia,Non-Aboriginal,85
5924034,Campbell River,87,59,95,83,81,22%,British Columbia,Non-Aboriginal,30730
5924039,Sayward,92,52,92,72,77,42%,British Columbia,Non-Aboriginal,315
5924042,Strathcona D (Oyster Bay - Buttle Lake),91,63,96,81,83,29%,British Columbia,Non-Aboriginal,3945
5924052,Strathcona B,83,66,93,85,82,45%,British Columbia,Non-Aboriginal,1195
5924054,Strathcona C,100,71,89,81,85,48%,British Columbia,Non-Aboriginal,2305
5924804,Campbell River 11,77,49,89,77,73,5%,British Columbia,First Nation,415
5924806,Houpsitas 6,,,,,52,19%,British Columbia,First Nation,180
5924812,Quinsam 12,,,,,78,36%,British Columbia,First Nation,245
5924817,Cape Mudge 10,,,,,69,12%,British Columbia,First Nation,140
5924835,Tsa Xana 18,,,,,51,27%,British Columbia,First Nation,235
5924836,Ehatis 11,,,,,56,19%,British Columbia,First Nation,70
5924840,Homalco 9,,,,,57,6%,British Columbia,First Nation,205
5926005,Comox,91,67,97,86,85,20%,British Columbia,Non-Aboriginal,13285
5926010,Courtenay,85,60,96,82,81,21%,British Columbia,Non-Aboriginal,23575
5926014,Cumberland,80,58,94,86,79,37%,British Columbia,Non-Aboriginal,3330
5926021,Comox Valley A,89,66,96,87,84,32%,British Columbia,Non-Aboriginal,6860
5926022,Comox Valley B (Lazo North),88,64,96,84,83,16%,British Columbia,Non-Aboriginal,6910
5926024,Comox Valley C (Puntledge - Black Creek),87,64,94,85,83,25%,British Columbia,Non-Aboriginal,8270
5926801,Comox 1,,,,,66,14%,British Columbia,First Nation,220
5927008,Powell River,86,59,96,82,81,23%,British Columbia,Non-Aboriginal,12770
5927012,Powell River B,84,55,96,75,78,43%,British Columbia,Non-Aboriginal,1490
5927018,Powell River D,79,55,82,80,74,39%,British Columbia,Non-Aboriginal,965
5927020,Powell River E,94,75,82,79,83,44%,British Columbia,Non-Aboriginal,425
5927802,Sliammon 1,65,45,79,64,64,9%,British Columbia,First Nation,650
5929005,Gibsons,89,67,93,86,84,26%,British Columbia,Non-Aboriginal,4225
5929011,Sechelt,93,68,98,86,86,41%,British Columbia,Non-Aboriginal,9105
5929018,Sunshine Coast A,88,62,93,78,80,43%,British Columbia,Non-Aboriginal,2780
5929022,Sunshine Coast B,89,70,95,82,84,47%,British Columbia,Non-Aboriginal,2515
5929024,Sunshine Coast D,85,73,95,86,85,50%,British Columbia,Non-Aboriginal,3275
5929026,Sunshine Coast E,90,66,95,87,85,34%,British Columbia,Non-Aboriginal,3545
5929028,Sunshine Coast F,96,67,97,86,86,40%,British Columbia,Non-Aboriginal,1875
5929803,Sechelt (Part),75,53,89,78,73,26%,British Columbia,First Nation,750
5931006,Squamish,89,66,94,89,84,29%,British Columbia,Non-Aboriginal,16905
5931020,Whistler,99,77,94,90,90,46%,British Columbia,Non-Aboriginal,9130
5931026,Lillooet,85,59,91,77,78,31%,British Columbia,Non-Aboriginal,2265
5931032,Squamish-Lillooet A,,,,,79,50%,British Columbia,Non-Aboriginal,140
5931034,Squamish-Lillooet B,82,56,82,77,74,46%,British Columbia,Non-Aboriginal,405
5931801,Cheakamus 11,,,,,55,14%,British Columbia,First Nation,65
5931807,Stawamus 24,,,,,71,7%,British Columbia,First Nation,95
5931808,Waiwakum 14,,,,,67,11%,British Columbia,First Nation,115
5931812,Nesuch 3,,,,,65,10%,British Columbia,First Nation,110
5931813,Bridge River 1,,,,,64,12%,British Columbia,First Nation,235
5931815,Chilhil 6,,,,,59,14%,British Columbia,First Nation,70
5931816,Fountain  1,,,,,58,8%,British Columbia,First Nation,130
5931821,Lillooet 1,,,,,70,22%,British Columbia,First Nation,220
5931831,Slosh 1,,,,,66,31%,British Columbia,First Nation,225
5931843,Mount Currie,55,49,70,67,60,20%,British Columbia,First Nation,1295
5931844,Nequatque,61,47,80,69,64,37%,British Columbia,First Nation,295
5933006,Merritt,86,58,93,81,80,45%,British Columbia,Non-Aboriginal,6895
5933008,Thompson-Nicola M,91,53,91,82,79,42%,British Columbia,Non-Aboriginal,1810
5933019,Ashcroft,87,56,95,81,80,32%,British Columbia,Non-Aboriginal,1550
5933024,Cache Creek,84,43,97,86,77,39%,British Columbia,Non-Aboriginal,1015
5933035,Logan Lake,89,57,98,81,81,49%,British Columbia,Non-Aboriginal,2070
5933039,Thompson-Nicola J (Copper Desert Country),93,58,96,84,83,48%,British Columbia,Non-Aboriginal,1530
5933042,Kamloops,89,64,96,86,84,27%,British Columbia,Non-Aboriginal,83730
5933044,Thompson-Nicola P (Rivers and the Peaks),90,61,95,83,82,34%,British Columbia,Non-Aboriginal,3655
5933045,Sun Peaks Mountain,88,71,93,87,85,48%,British Columbia,Non-Aboriginal,355
5933054,Chase,84,51,95,83,78,45%,British Columbia,Non-Aboriginal,2350
5933067,Clearwater,85,60,91,81,79,46%,British Columbia,Non-Aboriginal,2475
5933068,Thompson-Nicola A (Wells Gray Country),86,56,91,71,76,47%,British Columbia,Non-Aboriginal,1415
5933801,Coldwater 1,60,46,77,69,63,15%,British Columbia,First Nation,350
5933802,Douglas Lake 3,,,,,61,26%,British Columbia,First Nation,160
5933806,Nicola Lake 1,,,,,65,24%,British Columbia,First Nation,140
5933807,Nicola Mameet 1,58,46,83,66,63,21%,British Columbia,First Nation,585
5933808,Nooaitch 10,,,,,64,2%,British Columbia,First Nation,130
5933812,Bonaparte 3,,,,,67,35%,British Columbia,First Nation,135
5933814,Canoe Creek 1,,,,,54,2%,British Columbia,First Nation,95
5933817,Skeetchestn,70,44,86,78,69,21%,British Columbia,First Nation,250
5933832,Klickkumcheen 18,,,,,66,1%,British Columbia,First Nation,85
5933833,Inkluckcheen,,,,,64,8%,British Columbia,First Nation,210
5933838,Neskonlith,,,,,66,24%,British Columbia,First Nation,235
5933844,Ashcroft 4,,,,,56,24%,British Columbia,First Nation,75
5933849,Siska Flat,,,,,67,9%,British Columbia,First Nation,105
5933853,Nuuautin 2,,,,,59,2%,British Columbia,First Nation,130
5933872,Marble Canyon 3,,,,,63,25%,British Columbia,First Nation,65
5933873,Stryen 9,,,,,55,9%,British Columbia,First Nation,75
5933880,Kamloops 1,94,60,94,81,82,46%,British Columbia,First Nation,2540
5933884,Sahhaltkum 4,62,57,93,71,71,23%,British Columbia,First Nation,325
5933887,North Thompson 1,,,,,73,21%,British Columbia,First Nation,245
5935010,Kelowna,90,65,97,87,85,28%,British Columbia,Non-Aboriginal,114570
5935012,Central Okanagan,89,65,98,88,85,40%,British Columbia,Non-Aboriginal,3850
5935016,Lake Country,86,62,96,88,83,24%,British Columbia,Non-Aboriginal,11360
5935018,Peachland,90,65,98,82,83,33%,British Columbia,Non-Aboriginal,5155
5935020,Central Okanagan J,97,66,100,87,87,42%,British Columbia,Non-Aboriginal,1860
5935029,West Kelowna,90,65,98,87,85,25%,British Columbia,Non-Aboriginal,30545
5935802,Tsinstikeptum  9,81,57,95,77,78,36%,British Columbia,First Nation,5820
5935803,Tsinstikeptum 10,81,68,97,81,82,41%,British Columbia,First Nation,1185
5937010,Coldstream,91,68,97,85,85,25%,British Columbia,Non-Aboriginal,10195
5937014,Vernon,86,61,95,84,81,27%,British Columbia,Non-Aboriginal,36485
5937017,North Okanagan B,87,63,94,84,82,34%,British Columbia,Non-Aboriginal,3105
5937021,North Okanagan C,91,66,97,85,85,33%,British Columbia,Non-Aboriginal,3770
5937022,North Okanagan D,84,58,92,82,79,36%,British Columbia,Non-Aboriginal,2590
5937024,Spallumcheen,84,58,91,85,80,45%,British Columbia,Non-Aboriginal,5045
5937028,Armstrong,82,58,95,86,80,30%,British Columbia,Non-Aboriginal,4675
5937033,Enderby,80,54,95,82,78,44%,British Columbia,Non-Aboriginal,2965
5937041,North Okanagan F,86,55,90,85,79,43%,British Columbia,Non-Aboriginal,3855
5937801,Okanagan (Part) 1,81,55,94,68,74,39%,British Columbia,First Nation,2560
5937802,Enderby 2,64,47,74,69,63,28%,British Columbia,First Nation,410
5937803,Priest's Valley 6,83,53,96,74,77,47%,British Columbia,First Nation,600
5939019,Revelstoke,88,62,95,83,82,43%,British Columbia,Non-Aboriginal,7065
5939023,Columbia-Shuswap B,88,63,96,85,83,46%,British Columbia,Non-Aboriginal,550
5939032,Salmon Arm,84,61,94,85,81,23%,British Columbia,Non-Aboriginal,16870
5939037,Columbia-Shuswap C,84,62,95,76,79,44%,British Columbia,Non-Aboriginal,7600
5939039,Columbia-Shuswap D,77,57,92,83,78,50%,British Columbia,Non-Aboriginal,4010
5939043,Columbia-Shuswap E,77,56,91,75,75,47%,British Columbia,Non-Aboriginal,1335
5939803,North Bay 5,,,,,71,28%,British Columbia,First Nation,75
5939804,Okanagan (Part) 1,,,,,65,15%,British Columbia,First Nation,70
5939805,Quaaout 1,,,,,72,34%,British Columbia,First Nation,230
5939808,Switsemalph 3,,,,,60,7%,British Columbia,First Nation,90
5939811,Switsemalph,,,,,64,9%,British Columbia,First Nation,130
5941009,Williams Lake,85,58,93,85,80,23%,British Columbia,Non-Aboriginal,10600
5941010,Cariboo D,92,56,97,85,82,41%,British Columbia,Non-Aboriginal,3050
5941012,Cariboo E,88,56,95,85,81,22%,British Columbia,Non-Aboriginal,4125
5941013,Quesnel,84,53,94,82,78,20%,British Columbia,Non-Aboriginal,9830
5941014,Cariboo F,87,61,95,84,82,44%,British Columbia,Non-Aboriginal,4555
5941015,Cariboo G,89,54,94,81,80,42%,British Columbia,Non-Aboriginal,4930
5941016,Cariboo H,77,53,90,66,72,48%,British Columbia,Non-Aboriginal,1560
5941017,Cariboo L,81,53,95,82,78,50%,British Columbia,Non-Aboriginal,4170
5941019,Cariboo A,87,53,96,83,80,23%,British Columbia,Non-Aboriginal,6240
5941021,Cariboo B,87,54,95,84,80,31%,British Columbia,Non-Aboriginal,4005
5941025,Wells,82,45,90,77,74,41%,British Columbia,Non-Aboriginal,255
5941026,Cariboo C,81,52,81,80,74,45%,British Columbia,Non-Aboriginal,1210
5941027,Cariboo I,87,50,90,83,78,45%,British Columbia,Non-Aboriginal,1440
5941039,Cariboo J,70,53,80,85,72,39%,British Columbia,Non-Aboriginal,590
5941801,Alkali Lake 1,57,45,69,65,59,8%,British Columbia,First Nation,355
5941802,Canim Lake 1,,,,,65,8%,British Columbia,First Nation,215
5941805,Deep Creek 2,,,,,65,16%,British Columbia,First Nation,110
5941806,Dog Creek 1,,,,,63,17%,British Columbia,First Nation,80
5941808,Lohbiee 3,,,,,58,19%,British Columbia,First Nation,120
5941809,Quesnel 1,,,,,53,25%,British Columbia,First Nation,80
5941812,Williams Lake 1,,,,,60,9%,British Columbia,First Nation,230
5941821,Anahim's Flat 1,52,28,68,59,52,12%,British Columbia,First Nation,470
5941837,Nazco 20,,,,,50,6%,British Columbia,First Nation,125
5941839,Redstone Flat 1,,,,,45,10%,British Columbia,First Nation,185
5941840,Squinas 2,,,,,45,10%,British Columbia,First Nation,165
5941841,Stone 1,,,,,47,13%,British Columbia,First Nation,200
5941850,Toosey 1,,,,,55,6%,British Columbia,First Nation,110
5941880,Ulkatcho 14A,,,,,52,10%,British Columbia,First Nation,140
5943008,Alert Bay,83,51,90,92,79,48%,British Columbia,Non-Aboriginal,440
5943012,Port McNeill,90,55,97,89,83,35%,British Columbia,Non-Aboriginal,2620
5943023,Port Hardy,87,58,94,87,81,37%,British Columbia,Non-Aboriginal,3960
5943033,Mount Waddington D,,,,,78,28%,British Columbia,Non-Aboriginal,145
5943037,Mount Waddington A,75,52,82,69,70,41%,British Columbia,Non-Aboriginal,965
5943806,Tsulquate 4,51,22,71,65,52,22%,British Columbia,First Nation,485
5943813,Quaee 7,,,,,68,18%,British Columbia,First Nation,90
5943815,Kippase 2,,,,,62,30%,British Columbia,First Nation,210
5943816,Quatsino Subdivision 18,,,,,62,17%,British Columbia,First Nation,210
5943837,Alert Bay,64,36,85,68,63,21%,British Columbia,First Nation,530
5945012,Central Coast D,93,68,93,92,86,37%,British Columbia,Non-Aboriginal,375
5945801,Bella Bella 1,63,39,63,69,59,18%,British Columbia,First Nation,1095
5945802,Bella Coola 1,52,35,68,65,55,30%,British Columbia,First Nation,855
5947012,Prince Rupert,85,54,91,82,78,28%,British Columbia,Non-Aboriginal,12360
5947803,Masset 1,63,33,64,75,59,48%,British Columbia,First Nation,615
5947804,Skidegate 1,71,41,95,75,71,45%,British Columbia,First Nation,705
5947807,Dolphin Island 1,45,22,61,51,45,26%,British Columbia,First Nation,485
5949005,Kitimat,93,56,95,82,81,18%,British Columbia,Non-Aboriginal,8340
5949011,Terrace,86,59,94,85,81,21%,British Columbia,Non-Aboriginal,11310
5949013,Kitimat-Stikine C (Part 1),90,61,91,87,82,48%,British Columbia,Non-Aboriginal,2595
5949018,Kitimat-Stikine E,84,56,92,85,79,29%,British Columbia,Non-Aboriginal,3975
5949022,Hazelton,,,,,90,40%,British Columbia,Non-Aboriginal,235
5949024,New Hazelton,78,64,93,76,78,40%,British Columbia,Non-Aboriginal,645
5949028,Kitimat-Stikine B,79,59,89,79,77,47%,British Columbia,Non-Aboriginal,1570
5949802,Kitasoo 1,57,25,61,77,55,7%,British Columbia,First Nation,315
5949803,Kitamaat 2,67,37,67,64,59,48%,British Columbia,First Nation,510
5949807,Kulspai 6,,,,,64,8%,British Columbia,First Nation,80
5949810,Coryatsaqua (Moricetown) 2,,,,,64,8%,British Columbia,First Nation,85
5949811,Hagwilget 1,,,,,56,11%,British Columbia,First Nation,235
5949812,Gitanmaax 1,60,46,86,67,65,17%,British Columbia,First Nation,625
5949813,Kispiox 1,52,44,72,62,57,9%,British Columbia,First Nation,535
5949816,Gitwangak 1,45,39,72,47,51,50%,British Columbia,First Nation,500
5949817,Moricetown 1,62,37,75,71,61,5%,British Columbia,First Nation,270
5949818,Sik-e-dakh 2,,,,,56,7%,British Columbia,First Nation,220
5949819,Babine 17,,,,,58,1%,British Columbia,First Nation,175
5949832,Iskut 6,,,,,65,10%,British Columbia,First Nation,205
5949843,Guhthe Tah 12,,,,,66,22%,British Columbia,First Nation,160
5949844,Kitselas 1,,,,,63,46%,British Columbia,First Nation,220
5951007,Vanderhoof,88,57,95,85,82,26%,British Columbia,Non-Aboriginal,4365
5951009,Fraser Lake,88,48,94,88,79,41%,British Columbia,Non-Aboriginal,1115
5951013,Fort St. James,81,53,91,84,77,37%,British Columbia,Non-Aboriginal,1630
5951015,Bulkley-Nechako C,91,53,93,84,80,44%,British Columbia,Non-Aboriginal,1475
5951022,Burns Lake,80,54,91,81,76,27%,British Columbia,Non-Aboriginal,1970
5951028,Bulkley-Nechako B,84,56,94,88,80,32%,British Columbia,Non-Aboriginal,2095
5951031,Bulkley-Nechako E,83,59,90,84,79,49%,British Columbia,Non-Aboriginal,1495
5951032,Granisle,82,50,88,74,74,44%,British Columbia,Non-Aboriginal,295
5951034,Houston,92,57,93,87,82,25%,British Columbia,Non-Aboriginal,3140
5951038,Telkwa,84,61,96,87,82,44%,British Columbia,Non-Aboriginal,1420
5951043,Smithers,86,60,97,88,83,27%,British Columbia,Non-Aboriginal,5335
5951051,Bulkley-Nechako A,92,65,92,89,84,38%,British Columbia,Non-Aboriginal,5305
5951053,Bulkley-Nechako G,93,53,88,80,79,48%,British Columbia,Non-Aboriginal,975
5951801,Ye Koo Che 3,,,,,48,14%,British Columbia,First Nation,95
5951802,Nautley (Fort Fraser) 1,,,,,49,6%,British Columbia,First Nation,205
5951803,Nak'azdli (Necoslie 1),60,34,62,76,58,13%,British Columbia,First Nation,535
5951805,Binche 2 (Pinchie 2),,,,,55,11%,British Columbia,First Nation,110
5951807,Stellaquo (Stella) 1,,,,,69,12%,British Columbia,First Nation,210
5951809,Stony Creek 1,48,34,72,60,54,13%,British Columbia,First Nation,360
5951810,Tache 1,48,24,69,55,49,21%,British Columbia,First Nation,465
5951818,Cheslatta 1,,,,,50,14%,British Columbia,First Nation,80
5951827,Woyenne 27,59,24,70,51,51,28%,British Columbia,First Nation,285
5951828,Babine  6,,,,,52,3%,British Columbia,First Nation,85
5951829,Babine 25,,,,,48,5%,British Columbia,First Nation,80
5951848,North Tacla Lake,,,,,57,13%,British Columbia,First Nation,170
5953007,Valemount,84,50,94,85,79,33%,British Columbia,Non-Aboriginal,970
5953012,McBride,69,47,90,78,71,37%,British Columbia,Non-Aboriginal,575
5953019,Fraser-Fort George H,77,61,87,85,78,48%,British Columbia,Non-Aboriginal,1655
5953023,Prince George,89,60,95,86,82,22%,British Columbia,Non-Aboriginal,70790
5953033,Mackenzie,87,57,93,88,81,49%,British Columbia,Non-Aboriginal,3575
5953038,Fraser-Fort George A,90,62,92,85,82,45%,British Columbia,Non-Aboriginal,3270
5953042,Fraser-Fort George C,94,60,96,87,84,48%,British Columbia,Non-Aboriginal,3445
5953044,Fraser-Fort George D,89,54,95,86,81,35%,British Columbia,Non-Aboriginal,4170
5953048,Fraser-Fort George F,83,51,89,80,76,50%,British Columbia,Non-Aboriginal,1170
5953802,McLeod Lake 1,,,,,68,15%,British Columbia,First Nation,75
5955003,Tumbler Ridge,95,53,92,88,82,36%,British Columbia,Non-Aboriginal,2810
5955010,Chetwynd,92,59,92,88,83,30%,British Columbia,Non-Aboriginal,2600
5955014,Dawson Creek,89,56,93,89,82,26%,British Columbia,Non-Aboriginal,11245
5955021,Peace River D,93,58,92,88,83,35%,British Columbia,Non-Aboriginal,5195
5955025,Hudson's Hope,93,56,96,89,83,49%,British Columbia,Non-Aboriginal,960
5955030,Taylor,89,48,95,85,79,39%,British Columbia,Non-Aboriginal,1400
5955034,Fort St. John,94,58,95,90,85,17%,British Columbia,Non-Aboriginal,18450
5955040,Peace River B,88,52,89,89,80,41%,British Columbia,Non-Aboriginal,5150
5955042,Peace River C,98,53,90,88,82,24%,British Columbia,Non-Aboriginal,6390
5955801,East Moberly Lake 169,74,31,71,74,62,16%,British Columbia,First Nation,320
5955802,West Moberly Lake 168A,,,,,67,10%,British Columbia,First Nation,70
5955803,Blueberry River 205,,,,,53,40%,British Columbia,First Nation,210
5955807,Fort Ware 1,,,,,54,3%,British Columbia,First Nation,250
5955808,Halfway River 168,,,,,59,17%,British Columbia,First Nation,165
5955812,Ingenika Point,,,,,52,10%,British Columbia,First Nation,100
5957813,Lower Post,,,,,65,28%,British Columbia,First Nation,100
5959007,Northern Rockies,98,56,89,91,83,39%,British Columbia,Non-Aboriginal,4975
5959806,Fort Nelson 2,73,39,79,71,65,12%,British Columbia,First Nation,445
5959810,Prophet River 4,,,,,64,11%,British Columbia,First Nation,130
6001003,Watson Lake,93,55,89,88,82,40%,Yukon,Non-Aboriginal,800
6001004,Faro,92,57,89,79,79,37%,Yukon,Non-Aboriginal,345
6001007,Teslin Post 13,,,,,68,23%,Yukon,First Nation,135
6001009,Whitehorse,96,68,92,90,87,25%,Yukon,Non-Aboriginal,22810
6001018,Haines Junction,93,63,87,88,83,18%,Yukon,First Nation,620
6001029,Dawson,93,60,89,88,83,36%,Yukon,Non-Aboriginal,1295
6001032,Upper Liard,,,,,58,19%,Yukon,First Nation,135
6001037,Ross River,80,45,74,76,69,15%,Yukon,First Nation,350
6001039,Burwash Landing,,,,,77,24%,Yukon,First Nation,95
6001041,Pelly Crossing,78,32,74,66,62,39%,Yukon,First Nation,335
